/home/sangdt/research/voice/hubert/vivos
train/waves/VIVOSSPK11/VIVOSSPK11_R183.wav	61500
train/waves/VIVOSSPK11/VIVOSSPK11_R114.wav	38000
train/waves/VIVOSSPK11/VIVOSSPK11_R168.wav	79500
train/waves/VIVOSSPK11/VIVOSSPK11_T007.wav	48000
train/waves/VIVOSSPK11/VIVOSSPK11_T011.wav	75000
train/waves/VIVOSSPK11/VIVOSSPK11_R159.wav	78000
train/waves/VIVOSSPK11/VIVOSSPK11_T028.wav	56000
train/waves/VIVOSSPK11/VIVOSSPK11_R090.wav	54500
train/waves/VIVOSSPK11/VIVOSSPK11_R081.wav	50000
train/waves/VIVOSSPK11/VIVOSSPK11_R137.wav	65000
train/waves/VIVOSSPK11/VIVOSSPK11_R011.wav	47500
train/waves/VIVOSSPK11/VIVOSSPK11_R103.wav	85000
train/waves/VIVOSSPK11/VIVOSSPK11_R097.wav	49000
train/waves/VIVOSSPK11/VIVOSSPK11_T050.wav	48000
train/waves/VIVOSSPK11/VIVOSSPK11_R138.wav	30000
train/waves/VIVOSSPK11/VIVOSSPK11_R023.wav	76000
train/waves/VIVOSSPK11/VIVOSSPK11_R175.wav	39000
train/waves/VIVOSSPK11/VIVOSSPK11_R145.wav	48500
train/waves/VIVOSSPK11/VIVOSSPK11_R128.wav	43000
train/waves/VIVOSSPK11/VIVOSSPK11_R066.wav	73000
train/waves/VIVOSSPK11/VIVOSSPK11_T031.wav	51500
train/waves/VIVOSSPK11/VIVOSSPK11_R200.wav	68000
train/waves/VIVOSSPK11/VIVOSSPK11_R093.wav	58000
train/waves/VIVOSSPK11/VIVOSSPK11_R050.wav	61000
train/waves/VIVOSSPK11/VIVOSSPK11_R076.wav	49000
train/waves/VIVOSSPK11/VIVOSSPK11_T006.wav	53000
train/waves/VIVOSSPK11/VIVOSSPK11_R017.wav	66000
train/waves/VIVOSSPK11/VIVOSSPK11_T012.wav	43000
train/waves/VIVOSSPK11/VIVOSSPK11_R094.wav	77000
train/waves/VIVOSSPK11/VIVOSSPK11_R102.wav	38000
train/waves/VIVOSSPK11/VIVOSSPK11_R070.wav	41000
train/waves/VIVOSSPK11/VIVOSSPK11_R016.wav	84000
train/waves/VIVOSSPK11/VIVOSSPK11_R140.wav	55500
train/waves/VIVOSSPK11/VIVOSSPK11_T039.wav	45000
train/waves/VIVOSSPK11/VIVOSSPK11_T040.wav	68500
train/waves/VIVOSSPK11/VIVOSSPK11_T009.wav	55500
train/waves/VIVOSSPK11/VIVOSSPK11_R130.wav	76000
train/waves/VIVOSSPK11/VIVOSSPK11_R184.wav	93000
train/waves/VIVOSSPK11/VIVOSSPK11_R193.wav	69500
train/waves/VIVOSSPK11/VIVOSSPK11_R165.wav	66000
train/waves/VIVOSSPK11/VIVOSSPK11_T004.wav	64000
train/waves/VIVOSSPK11/VIVOSSPK11_T015.wav	55500
train/waves/VIVOSSPK11/VIVOSSPK11_R170.wav	85000
train/waves/VIVOSSPK11/VIVOSSPK11_T020.wav	73000
train/waves/VIVOSSPK11/VIVOSSPK11_R123.wav	77000
train/waves/VIVOSSPK11/VIVOSSPK11_T037.wav	65500
train/waves/VIVOSSPK11/VIVOSSPK11_R004.wav	60000
train/waves/VIVOSSPK11/VIVOSSPK11_R112.wav	70000
train/waves/VIVOSSPK11/VIVOSSPK11_T025.wav	50000
train/waves/VIVOSSPK11/VIVOSSPK11_R018.wav	68000
train/waves/VIVOSSPK11/VIVOSSPK11_R009.wav	63500
train/waves/VIVOSSPK11/VIVOSSPK11_R195.wav	55500
train/waves/VIVOSSPK11/VIVOSSPK11_R019.wav	50000
train/waves/VIVOSSPK11/VIVOSSPK11_R105.wav	43000
train/waves/VIVOSSPK11/VIVOSSPK11_R045.wav	47000
train/waves/VIVOSSPK11/VIVOSSPK11_T024.wav	47000
train/waves/VIVOSSPK11/VIVOSSPK11_R179.wav	51000
train/waves/VIVOSSPK11/VIVOSSPK11_R047.wav	48000
train/waves/VIVOSSPK11/VIVOSSPK11_R073.wav	92000
train/waves/VIVOSSPK11/VIVOSSPK11_R040.wav	58000
train/waves/VIVOSSPK11/VIVOSSPK11_R055.wav	62000
train/waves/VIVOSSPK11/VIVOSSPK11_R087.wav	101000
train/waves/VIVOSSPK11/VIVOSSPK11_R104.wav	48000
train/waves/VIVOSSPK11/VIVOSSPK11_T022.wav	52500
train/waves/VIVOSSPK11/VIVOSSPK11_R106.wav	55500
train/waves/VIVOSSPK11/VIVOSSPK11_R153.wav	49500
train/waves/VIVOSSPK11/VIVOSSPK11_R134.wav	107500
train/waves/VIVOSSPK11/VIVOSSPK11_R188.wav	61000
train/waves/VIVOSSPK11/VIVOSSPK11_R051.wav	59000
train/waves/VIVOSSPK11/VIVOSSPK11_R174.wav	48000
train/waves/VIVOSSPK11/VIVOSSPK11_T005.wav	67000
train/waves/VIVOSSPK11/VIVOSSPK11_R110.wav	47000
train/waves/VIVOSSPK11/VIVOSSPK11_R118.wav	80000
train/waves/VIVOSSPK11/VIVOSSPK11_R039.wav	85500
train/waves/VIVOSSPK11/VIVOSSPK11_R156.wav	91500
train/waves/VIVOSSPK11/VIVOSSPK11_R143.wav	85500
train/waves/VIVOSSPK11/VIVOSSPK11_R002.wav	76500
train/waves/VIVOSSPK11/VIVOSSPK11_R124.wav	90000
